remaining_distance_km,cargo_weight_tons,vehicle_type,hour_of_day,day_of_week,incident_count,security_risk_level,average_speed_kmh,target_remaining_minutes
200.75,39.8,2,7,5,1,0,56.7,231.3
506.49,29.1,3,6,2,0,0,57.8,525.3
876.6,34.4,1,12,0,0,0,54.3,966.4
539.75,15.2,2,14,5,0,0,72.3,454.8
551.22,35.9,3,19,6,0,0,55.5,596.8
338.7,36.4,2,16,1,0,0,58.9,342.3
161.84,26.7,2,2,2,3,0,45.8,327.5
341.11,13.7,3,16,3,0,0,70.5,260.1
27.84,31.8,2,7,5,0,1,53.5,35.3
627.47,17.8,1,12,2,1,0,57.7,713.3
751.68,20.0,3,14,3,0,1,52.5,879.4
477.37,42.9,1,17,4,2,0,52.4,623.8
708.49,39.6,2,3,1,0,0,46.7,878.9
709.93,30.9,1,23,5,3,0,41.1,1144.1
97.89,7.2,2,17,0,2,0,60.9,175.6
365.35,30.2,2,10,0,0,0,55.8,393.7
661.05,7.5,3,18,0,0,0,68.7,589.5
114.46,36.5,2,19,0,0,0,55.9,117.6
751.69,6.2,1,17,1,1,0,49.5,959.7
505.69,43.4,1,9,5,0,2,68.2,489.7
596.67,43.3,1,17,6,1,1,57.2,686.7
551.02,26.5,1,9,1,3,0,63.9,616.1
387.26,30.8,3,4,1,0,0,42.5,540.6
122.01,31.8,3,1,6,0,0,57.0,127.5
593.76,7.9,3,2,2,1,0,44.3,825.5
314.46,10.1,3,7,0,0,0,57.4,332.0
452.42,18.1,3,9,5,0,0,57.1,470.8
301.54,22.1,1,10,1,0,1,61.6,302.0
266.25,19.4,3,23,2,0,0,53.6,300.7
291.87,27.1,1,20,4,1,2,49.8,458.7
813.25,12.9,3,20,0,1,1,67.0,773.6
582.15,37.5,3,12,6,0,0,61.3,561.4
503.69,44.9,2,20,6,0,0,45.5,680.0
544.74,39.3,1,14,4,0,0,53.8,616.1
609.78,38.9,3,21,1,1,0,61.8,632.5
524.06,27.6,1,23,5,0,0,48.0,661.6
454.0,7.5,2,7,0,0,0,56.8,477.2
365.4,41.7,1,1,5,1,0,44.4,514.8
758.39,38.4,2,18,4,0,0,55.6,826.6
543.03,40.9,1,16,2,1,0,57.4,594.7
334.08,39.7,2,15,4,0,0,51.0,384.3
224.69,25.6,2,6,1,0,1,49.6,311.3
125.31,14.2,2,23,0,1,0,48.4,191.4
163.51,38.3,1,7,0,1,1,49.3,255.5
476.25,40.6,1,1,1,1,1,47.7,686.4
553.43,27.5,1,23,5,0,0,51.9,644.8
419.79,44.7,2,5,1,0,0,49.0,501.4
750.2,12.3,3,16,2,0,1,50.9,884.4
550.91,7.8,2,12,1,1,0,54.8,660.9
468.88,21.8,1,19,0,1,0,56.2,526.2
801.2,26.3,1,2,3,0,0,55.3,860.7
21.07,42.5,3,20,3,0,1,56.0,50.2
491.54,14.2,2,12,2,1,0,59.9,507.1
640.07,8.9,1,8,3,0,0,64.5,592.7
552.48,26.7,2,6,0,0,2,61.9,570.2
124.87,5.3,3,6,5,0,0,63.2,121.6
399.2,28.4,2,17,3,0,0,51.4,441.9
373.73,13.1,3,17,3,1,0,50.5,474.0
899.77,28.1,3,12,5,1,0,52.7,1054.8
224.5,36.3,1,3,1,2,0,50.1,317.9
566.48,32.4,1,5,3,0,1,57.9,612.2
149.34,42.0,2,2,0,0,1,41.6,252.3
664.8,42.2,2,19,5,0,0,55.6,701.7
861.69,37.8,3,15,3,0,0,52.9,955.0
481.16,12.8,3,16,4,0,0,58.7,479.9
340.17,31.2,1,2,2,0,0,51.9,402.9
541.61,25.7,3,22,0,0,1,51.8,646.4
517.61,28.3,2,8,1,3,2,61.5,686.0
531.67,15.4,2,16,0,1,0,56.8,596.4
124.14,25.5,2,17,6,1,0,62.4,167.3
355.6,24.3,1,10,6,0,0,53.3,404.2
44.34,9.7,1,12,5,0,0,64.6,59.5
732.14,21.5,2,16,4,0,0,51.4,846.8
102.78,31.9,2,2,4,0,2,53.3,167.3
815.94,15.8,3,21,1,0,0,60.1,833.2
796.74,13.3,1,7,6,0,0,61.5,782.0
838.97,32.0,3,15,4,0,0,54.0,908.6
774.73,19.8,2,15,4,0,0,55.5,839.5
835.25,16.2,1,18,1,0,0,52.5,941.5
501.28,25.1,2,21,6,2,0,57.2,593.1
429.46,32.6,1,21,1,0,1,57.5,479.9
787.04,12.5,2,7,2,0,0,56.3,831.3
463.91,13.4,3,11,2,0,0,64.1,441.7
136.71,28.0,1,3,5,3,0,46.1,295.6
358.99,10.8,3,4,3,1,0,57.5,422.2
906.05,39.0,3,17,5,0,0,51.3,1060.5
784.07,6.9,1,22,1,0,0,45.7,1016.8
580.58,23.0,2,8,2,1,0,50.6,715.7
326.28,21.5,2,21,4,2,0,49.4,458.3
175.34,36.2,2,10,5,1,0,57.5,205.1
89.78,29.5,2,20,1,1,1,58.9,130.2
395.42,29.5,2,2,0,1,0,44.3,580.9
279.31,15.7,3,12,2,0,0,66.2,225.3
685.63,25.8,2,13,1,2,0,57.4,789.5
609.2,42.6,3,23,0,1,0,42.5,898.3
853.75,23.9,1,0,6,0,0,48.3,1055.6
253.58,11.2,3,12,2,0,0,54.4,266.7
132.51,26.1,1,0,0,0,0,54.0,139.0
443.78,44.0,3,8,4,0,0,59.8,441.7
177.56,28.9,3,23,5,0,0,51.5,213.7
495.07,41.4,2,17,1,0,0,58.5,511.9
251.23,17.1,1,16,6,0,0,64.2,242.2
496.24,32.5,2,15,2,0,0,47.0,637.7
225.78,5.3,2,6,3,0,0,63.5,216.8
656.29,30.8,2,7,2,0,1,48.0,835.1
731.96,29.5,3,21,2,1,0,53.7,831.0
387.48,39.1,1,4,2,0,0,39.1,598.2
643.42,24.7,2,0,1,0,2,40.7,996.9
111.02,15.8,3,14,5,0,0,51.2,131.2
213.3,21.8,2,11,3,0,0,62.4,206.1
688.01,10.8,2,12,0,0,0,62.4,684.7
242.57,20.3,1,3,6,0,0,47.5,328.0
239.97,44.8,1,14,5,0,0,51.9,272.9
440.81,32.3,2,10,1,0,0,66.0,408.1
483.62,15.1,3,9,1,0,0,60.6,484.5
886.21,14.4,2,10,0,0,0,53.2,1005.5
722.34,5.4,1,18,6,1,0,61.9,728.7
706.01,14.9,2,2,5,0,0,61.8,668.2
576.37,7.4,3,4,5,0,0,54.6,642.0
301.9,27.3,3,11,6,0,1,63.8,306.4
356.21,34.0,2,1,3,0,0,48.8,432.5
456.18,27.7,3,11,2,1,1,60.4,535.5
833.88,27.2,1,16,1,1,1,58.4,903.1
424.13,36.0,3,12,5,0,1,57.6,469.6
710.65,14.6,3,2,5,0,1,59.0,740.6
628.07,35.6,1,19,2,0,1,53.1,730.2
485.65,7.7,1,5,6,0,0,45.3,648.1
48.32,30.7,2,21,3,0,0,57.0,42.1
346.06,29.2,1,0,1,0,0,57.0,354.4
436.57,30.6,2,17,5,0,0,61.8,429.7
650.51,37.9,2,16,0,1,0,61.0,670.7
212.15,25.8,1,23,1,3,0,51.6,365.3
241.4,30.0,1,17,5,0,0,58.1,228.8
533.14,32.0,3,21,3,0,0,64.2,504.8
377.39,18.5,1,17,4,0,0,55.9,413.4
902.4,18.0,2,13,6,0,2,61.8,916.7
234.24,26.8,2,17,5,3,0,56.9,348.9
373.41,34.1,2,19,0,0,0,59.8,374.2
287.3,13.9,2,0,6,0,0,55.0,304.5
512.76,27.3,3,4,0,0,0,41.2,751.9
346.7,28.3,1,8,6,1,0,50.8,437.8
213.52,8.1,2,15,1,1,0,62.9,227.6
749.37,8.8,3,9,0,0,0,61.8,725.3
69.77,35.8,2,13,3,3,0,67.4,181.3
685.43,39.0,1,20,6,1,0,62.1,702.1
304.19,27.6,2,16,5,0,0,57.7,322.4
369.67,22.8,3,18,4,0,1,46.6,509.7
151.73,18.4,2,18,5,2,0,50.1,254.7
466.62,36.0,1,4,3,0,0,45.4,618.0
194.53,29.6,3,16,1,2,0,52.9,303.3
629.42,28.0,1,21,3,0,0,54.8,697.7
548.55,6.0,2,5,2,1,0,56.6,615.7
149.78,6.8,1,6,5,1,1,57.7,192.3
120.01,7.2,3,4,6,0,0,56.0,139.3
735.81,17.2,2,0,2,3,0,43.8,1111.0
485.71,15.3,2,19,5,1,0,65.0,466.6
355.18,41.2,3,1,2,0,1,41.9,554.3
569.99,7.1,3,0,0,0,0,48.8,724.1
607.49,39.6,1,9,6,0,0,56.3,669.3
472.6,33.4,2,15,6,0,0,60.3,474.4
880.44,27.4,3,0,0,2,0,42.9,1299.4
370.13,11.3,2,21,2,0,0,53.5,452.8
890.94,16.0,1,20,2,1,0,68.9,796.8
46.22,27.2,2,7,1,2,0,53.8,125.6
669.6,25.8,3,19,6,0,0,60.0,678.4
155.95,43.8,3,10,3,0,0,57.2,169.9
501.8,37.0,1,9,5,0,1,58.4,539.6
906.16,44.0,1,20,4,0,0,61.2,902.4
864.26,9.7,2,4,5,0,0,40.2,1319.2
875.46,17.1,3,20,5,0,0,55.1,947.7
184.42,35.5,3,19,2,0,0,55.5,188.9
225.51,6.0,1,22,6,0,0,47.0,287.6
653.7,20.0,2,15,3,1,1,52.7,807.1
700.44,5.6,2,13,1,0,1,68.4,637.9
78.86,42.1,2,19,3,0,0,63.5,55.9
400.52,36.0,3,23,6,0,0,45.3,545.7
680.8,28.8,3,20,5,0,1,58.8,718.0
756.04,6.7,1,16,4,0,0,57.4,775.0
479.35,30.2,1,6,2,0,1,60.2,489.0
274.46,11.7,2,19,0,0,0,64.8,246.5
595.03,8.6,3,3,1,0,0,60.0,588.0
140.42,21.5,2,0,1,3,2,54.4,294.4
805.47,8.6,2,22,5,0,2,59.1,849.4
129.95,9.6,2,20,2,0,1,51.2,158.6
887.92,29.5,1,12,4,0,0,56.2,921.7
523.29,31.4,1,5,6,0,0,43.6,716.3
294.18,34.2,2,9,5,0,0,58.0,286.2
23.14,35.6,1,14,3,0,0,62.2,22.0
805.61,14.5,3,21,3,0,0,54.2,897.6
25.85,40.3,2,19,5,2,0,57.8,93.5
151.95,31.1,1,4,6,0,0,38.2,231.0
314.69,8.5,1,13,1,1,0,52.9,409.2
642.86,27.9,3,5,3,0,1,53.0,755.3
703.98,17.9,2,2,6,2,0,46.9,967.5
139.75,32.8,2,10,4,0,0,56.2,157.2
71.78,27.9,3,16,0,1,0,54.6,88.0
897.79,16.5,3,10,2,0,1,61.7,897.7
135.44,27.5,3,23,5,0,0,51.7,133.9
227.12,16.6,1,0,0,0,0,41.8,321.7
774.78,37.0,2,13,0,0,0,50.1,921.5
30.05,13.0,2,8,6,0,0,50.8,49.9
702.66,9.6,2,10,3,3,0,62.2,780.9
176.31,18.2,2,21,3,3,0,66.3,248.0
448.53,30.1,3,10,3,1,0,57.6,512.4
763.24,17.0,3,21,2,0,0,63.3,725.3
315.23,41.6,2,2,1,1,0,53.2,397.2
577.59,38.7,3,19,3,0,0,55.4,639.6
294.37,39.3,3,1,2,1,0,44.9,428.5
422.2,43.0,1,16,2,1,0,50.4,540.0
199.87,8.7,3,0,6,1,0,49.0,279.7
842.04,34.3,3,9,6,0,0,54.4,923.3
894.22,25.6,1,6,5,0,0,45.7,1189.6
123.09,17.4,1,21,6,0,0,62.8,124.6
61.06,25.8,3,23,2,0,0,42.3,69.5
206.76,13.0,2,8,4,0,0,54.6,229.4
152.9,15.9,1,19,4,0,0,59.6,164.7
303.45,10.7,3,9,4,0,0,58.7,317.3
321.48,22.7,1,0,3,0,0,59.2,329.5
96.65,20.7,3,19,4,0,1,59.0,111.2
336.51,18.3,1,22,6,0,0,45.2,439.9
692.61,23.6,1,2,6,0,0,54.3,760.2
296.25,30.8,2,15,1,0,0,68.4,279.9
249.67,19.5,1,22,5,0,0,49.3,295.7
453.88,7.6,1,11,3,0,0,61.2,463.0
557.95,10.1,1,12,6,1,0,65.5,555.6
83.12,17.1,2,12,4,2,0,54.4,151.3
886.76,20.4,2,6,6,0,0,53.7,1004.9
524.82,18.7,3,7,1,0,1,67.1,507.3
531.03,24.5,3,19,3,0,1,57.7,584.7
294.15,21.2,3,3,5,0,1,55.5,331.4
459.92,31.4,1,6,6,0,0,47.0,577.4
740.76,35.3,3,4,3,0,0,46.3,970.0
194.14,32.3,2,9,4,0,0,59.0,173.1
853.64,33.7,2,2,4,1,0,44.2,1192.7
133.52,16.8,2,17,0,0,0,42.8,174.9
117.63,16.3,1,7,3,1,0,59.7,159.7
360.68,20.3,3,6,5,0,0,55.4,402.3
770.56,19.4,2,4,2,0,0,57.5,798.4
83.85,5.6,3,15,5,0,0,59.7,84.0
591.6,21.6,2,22,4,1,0,54.6,675.9
397.47,37.8,2,11,1,0,0,48.5,482.1
773.66,14.5,3,8,3,2,0,64.8,784.9
53.7,24.3,2,3,4,1,0,48.9,94.7
670.85,44.3,2,14,4,0,0,50.3,796.9
440.48,34.7,3,2,5,2,0,51.8,570.3
66.97,18.7,1,15,3,1,1,53.8,138.4
394.7,43.4,2,9,1,0,0,53.1,436.7
667.0,27.5,1,20,3,0,0,54.9,721.2
279.66,34.5,1,9,3,1,1,44.4,437.1
267.29,10.3,2,8,6,0,0,55.0,275.3
830.02,34.6,3,14,2,1,0,61.5,863.4
451.58,37.0,1,10,0,1,0,59.6,477.0
765.48,35.1,2,12,1,0,0,59.2,768.6
534.2,38.7,1,20,2,0,0,62.0,521.8
374.88,17.1,3,17,1,0,0,55.6,391.5
149.18,39.8,1,9,6,1,1,52.3,203.5
627.76,6.6,3,20,2,0,0,60.6,632.7
783.94,18.4,2,3,2,0,0,48.8,976.9
686.69,34.4,3,6,4,0,0,53.6,761.7
507.38,31.9,1,0,3,0,0,45.3,679.9
215.28,16.3,1,1,0,0,0,56.2,235.5
815.63,13.7,3,20,0,3,0,66.4,858.2
135.62,31.3,3,18,6,0,0,68.4,107.7
245.47,23.7,1,20,3,0,0,64.1,242.3
824.02,35.8,2,8,1,0,2,61.1,863.4
365.85,44.8,2,8,1,0,0,48.2,456.8
563.17,12.1,2,3,1,1,0,47.8,748.8
114.56,22.7,2,3,0,0,0,41.1,163.3
416.84,40.9,1,20,5,0,1,51.3,515.3
154.93,18.2,2,18,0,0,0,61.9,145.0
408.09,38.8,1,17,1,0,0,53.9,448.0
449.04,27.7,2,10,5,0,0,64.0,434.9
595.9,19.6,2,2,6,0,1,50.1,721.4
177.19,6.6,2,21,1,0,0,55.1,196.6
633.07,24.5,3,14,5,1,0,53.5,745.6
906.78,14.5,2,2,6,0,0,50.0,1102.0
762.48,23.0,1,1,2,0,0,43.1,1058.0
125.19,37.3,3,16,3,3,0,66.3,207.5
679.54,14.3,1,1,5,0,0,43.1,934.8
837.04,6.8,3,20,1,0,0,47.3,1042.5
750.46,8.9,3,5,6,0,2,53.3,889.6
462.46,37.0,1,2,6,0,0,41.0,696.2
676.76,21.1,1,21,4,0,0,55.5,759.6
209.78,6.8,1,10,0,0,0,55.3,237.2
639.7,27.1,2,7,4,1,0,54.9,747.8
565.07,36.1,1,15,0,0,0,49.4,691.0
600.06,40.5,2,22,6,2,0,51.5,770.0
147.35,15.8,2,13,1,0,0,65.0,133.9
180.2,25.0,1,20,6,3,1,62.1,305.0
229.72,9.7,3,3,4,0,1,49.2,290.2
215.16,35.8,3,6,2,0,0,51.0,257.6
770.97,41.5,2,5,1,0,0,55.2,842.6
273.71,22.4,2,19,6,0,1,62.9,287.7
66.69,26.5,1,0,3,1,0,51.9,115.9
415.89,28.2,2,6,5,0,0,57.9,449.5
310.26,8.9,3,13,6,0,0,55.3,333.7
540.73,7.2,2,4,1,0,1,55.4,613.9
141.4,33.8,3,11,2,0,0,55.4,166.3
73.09,10.5,2,14,3,0,0,50.3,108.0
557.24,36.6,3,19,1,0,0,55.9,595.3
386.41,25.9,1,18,3,2,0,62.2,461.8
675.2,14.9,2,13,4,3,1,60.7,784.6
833.24,40.9,2,1,0,0,1,55.9,905.2
398.87,20.8,3,3,3,0,1,54.4,474.9
636.91,21.3,1,4,2,0,1,46.1,849.8
447.01,17.2,3,14,6,1,1,52.5,554.4
432.75,10.5,3,12,1,1,0,61.4,467.6
583.73,39.4,1,12,5,0,0,56.9,618.1
260.11,42.8,3,18,6,0,0,49.8,298.1
318.77,42.3,3,21,2,0,2,64.6,353.4
571.03,19.6,1,20,4,0,1,56.7,621.6
143.18,18.4,3,3,5,0,1,53.7,179.1
873.6,13.4,3,7,2,2,0,56.0,1024.0
266.66,7.5,2,14,3,0,0,61.0,250.4
493.39,38.0,2,14,4,0,0,52.4,548.6
890.5,40.3,1,14,0,0,0,51.7,1027.5
871.4,9.4,2,3,5,0,0,46.7,1126.1
867.37,5.9,2,21,4,0,0,63.3,824.2
676.56,5.9,1,2,0,2,0,58.2,796.4
593.76,21.5,2,20,5,2,0,58.3,682.6
491.85,26.9,2,9,4,0,0,52.2,558.2
251.41,24.4,2,1,1,0,0,45.7,332.1
842.48,33.5,2,5,1,0,0,52.9,938.9
156.6,14.5,1,10,4,0,0,52.6,186.3
520.61,6.4,2,11,1,0,0,55.7,559.0
288.39,41.8,2,15,6,1,0,48.1,397.5
23.82,34.5,3,10,5,0,2,57.8,76.3
860.17,44.2,3,21,1,0,0,60.0,833.3
321.43,9.5,2,1,1,3,0,54.5,460.7
569.59,13.8,2,2,2,0,0,41.1,819.2
217.71,42.4,2,6,0,0,0,52.2,235.6
872.29,44.0,2,6,3,0,0,47.5,1084.2
828.52,19.4,1,22,6,0,2,48.8,1069.9
326.98,17.3,2,17,0,1,0,57.7,362.2
389.89,22.7,1,23,3,0,0,48.7,492.1
552.16,10.7,2,15,6,0,0,55.9,616.6
545.7,20.0,1,13,5,0,1,61.6,564.3
652.12,35.2,1,6,1,0,0,61.3,651.8
752.29,17.1,3,9,3,0,0,58.7,769.6
22.18,15.5,3,20,3,1,0,51.4,52.4
179.64,41.3,3,7,0,1,0,48.6,294.8
79.39,34.8,3,15,4,0,0,55.7,103.8
887.09,37.7,2,16,5,0,0,58.9,897.7
72.07,17.8,3,4,2,1,0,44.6,144.3
831.77,19.2,2,9,4,0,0,62.3,804.7
578.95,35.6,3,5,4,0,0,43.7,816.1
731.89,15.9,3,22,2,3,1,39.2,1239.5
31.48,25.7,2,15,3,2,0,56.3,100.6
157.55,13.8,1,17,4,0,0,67.4,133.4
654.17,33.1,1,13,3,0,1,64.9,634.0
35.47,18.9,3,11,1,0,0,66.5,21.7
699.59,18.7,3,9,0,0,0,63.4,666.3
637.88,32.5,2,4,1,1,0,47.2,854.6
717.79,8.1,2,13,0,0,0,58.7,737.3
547.93,23.8,2,1,0,0,0,48.1,683.8
130.18,29.1,3,6,1,1,2,61.8,212.6
684.12,16.1,3,11,2,1,0,48.3,884.8
235.22,27.8,1,18,6,0,0,50.2,288.8
270.85,41.1,3,0,5,0,1,42.7,419.4
649.9,19.7,3,5,3,0,1,57.5,717.4
893.36,22.0,3,7,3,0,0,53.4,1003.2
118.18,10.4,2,22,2,0,1,54.6,157.6
122.99,16.3,3,23,2,0,0,54.7,127.7
382.48,44.4,2,6,6,0,0,51.0,438.5
624.43,12.2,3,15,5,0,0,48.5,779.2
95.66,10.7,2,22,4,0,0,58.3,73.1
170.16,19.5,1,10,1,0,0,61.3,166.2
765.92,34.0,2,22,6,1,0,49.5,984.4
593.01,21.0,2,21,4,0,0,68.9,515.3
151.16,23.2,1,8,3,2,0,56.8,225.0
108.65,7.1,1,15,5,0,0,53.6,136.4
310.99,17.1,3,3,6,0,0,43.8,405.5
725.53,13.1,3,15,3,0,0,53.6,806.4
501.07,5.7,1,13,0,0,0,56.5,542.8
429.09,6.3,3,21,6,0,0,65.3,389.5
403.31,17.5,2,15,6,0,0,50.2,466.3
629.98,27.9,2,17,6,0,2,54.2,750.6
546.03,20.1,3,11,6,0,0,65.6,502.0
60.16,38.5,2,23,4,0,0,43.1,76.8
106.64,18.8,2,13,2,0,0,51.3,133.5
297.77,8.4,3,2,6,0,0,47.8,375.8
310.24,23.4,2,18,4,0,0,63.9,309.7
543.31,44.4,2,18,3,0,2,56.1,639.1
634.87,13.2,2,16,6,1,0,60.9,674.5
343.37,22.4,2,20,6,3,0,70.8,406.7
210.53,15.6,2,18,3,0,0,58.1,196.1
658.76,28.1,3,10,2,1,0,51.7,786.6
206.67,36.8,3,9,4,0,0,58.2,219.2
198.07,21.1,3,16,3,2,0,55.0,278.8
578.78,25.6,1,18,3,0,0,57.9,595.1
435.89,42.5,3,19,6,0,0,57.0,465.1
577.82,25.9,2,14,1,2,0,53.4,698.8
771.27,21.4,1,20,1,0,0,63.4,739.7
162.92,32.5,1,12,1,1,0,51.7,232.5
756.23,23.6,3,13,3,0,1,62.0,758.5
141.42,15.3,2,21,4,1,1,58.1,181.3
452.4,5.8,1,10,4,2,0,63.1,511.8
818.13,31.9,1,12,6,1,0,61.7,835.1
673.69,42.3,3,21,6,1,0,58.1,716.3
461.84,8.6,3,3,6,1,0,54.2,560.2
367.06,34.9,1,13,1,0,0,54.8,430.2
411.13,15.2,3,1,3,3,1,50.7,611.0
505.71,24.0,1,8,6,0,0,61.8,505.4
751.02,5.8,3,1,6,0,0,55.6,806.6
836.54,31.9,2,17,3,1,0,56.9,914.2
742.9,9.9,1,14,3,0,1,57.9,788.1
836.95,17.0,1,9,1,1,0,66.0,806.8
302.29,37.5,3,13,6,0,0,52.9,326.2
857.04,23.8,2,10,5,0,0,57.8,887.0
162.71,15.4,1,11,3,0,1,62.2,163.9
423.4,6.1,1,20,5,0,0,50.4,510.0
22.74,13.0,2,10,4,0,0,54.1,37.3
883.0,38.2,1,19,5,0,0,58.2,905.4
797.42,10.3,1,21,4,1,2,64.9,814.6
388.9,12.3,2,18,1,0,0,55.0,426.5
564.68,14.1,1,14,1,1,0,55.5,642.4
570.02,29.0,1,2,2,0,0,43.7,781.8
488.0,35.9,2,21,3,0,0,50.3,574.5
787.12,36.3,2,23,3,0,0,45.0,1052.9
211.85,38.0,3,21,1,0,0,53.9,239.5
278.27,15.5,3,14,1,1,0,55.2,325.3
29.19,10.3,2,22,3,1,0,53.0,49.7
675.13,15.2,1,17,0,2,0,54.6,806.2
335.33,29.3,3,19,5,0,0,63.6,318.9
571.5,17.1,2,21,2,0,1,53.3,666.2
179.64,11.8,2,10,3,3,0,51.5,327.7
146.2,9.7,1,4,3,0,0,59.6,130.0
844.35,16.3,2,19,6,1,0,62.5,855.9
814.48,17.6,2,4,4,0,0,53.1,902.4
67.37,10.9,1,5,0,0,0,52.3,88.8
123.26,40.8,2,1,3,0,0,45.2,150.2
458.76,38.8,1,3,2,1,0,43.3,665.1
169.78,25.3,2,18,5,0,0,52.2,179.1
488.15,27.8,2,2,1,0,0,51.0,551.8
43.11,32.3,3,3,3,0,0,48.4,51.0
307.95,6.2,2,22,5,0,0,49.5,366.4
605.63,18.2,1,20,4,0,1,63.4,615.5
673.54,43.3,3,4,1,0,1,54.7,754.5
730.35,34.8,3,19,3,0,0,50.3,880.1
706.08,21.0,1,6,1,0,0,52.8,812.3
869.44,11.2,2,15,6,1,0,58.8,912.5
629.62,10.3,3,3,6,1,0,50.0,802.9
365.4,15.7,3,13,0,0,0,64.3,325.6
406.35,22.0,1,16,2,0,0,63.7,367.2
655.14,42.2,3,20,5,0,0,55.8,716.9
827.41,24.1,1,4,5,0,0,58.3,839.3
282.98,6.9,1,1,4,3,1,43.9,519.2
608.16,27.7,2,11,2,0,0,59.0,616.3
679.06,23.5,1,12,0,0,0,53.0,761.7
542.62,23.2,3,14,4,0,0,59.2,572.5
740.91,13.4,1,23,4,1,0,45.5,1000.7
35.94,20.8,1,5,5,0,0,47.6,22.7
879.57,29.1,2,9,4,0,0,59.0,882.2
877.2,32.0,2,2,1,0,0,45.3,1182.4
639.47,12.5,1,6,3,0,1,59.4,660.6
577.19,36.6,1,2,2,0,0,54.9,640.9
123.65,41.1,3,22,3,0,1,49.9,177.9
540.85,13.1,3,12,0,0,0,60.8,547.7
404.29,21.6,2,23,4,1,1,49.3,548.7
453.87,24.4,3,23,4,0,1,61.8,452.1
226.4,7.4,1,13,4,0,0,62.2,228.2
391.25,23.9,2,19,5,0,0,55.2,422.9
276.33,12.7,2,14,1,1,0,55.1,326.4
840.34,39.1,3,21,3,0,0,49.3,1040.9
874.22,38.3,3,20,5,1,0,46.5,1168.5
164.2,13.3,3,23,0,0,0,54.9,185.3
559.12,9.0,2,15,2,1,0,44.3,776.3
339.32,15.4,3,5,1,2,0,56.5,428.5
76.66,22.2,3,7,0,0,0,49.5,96.2
